"iSpline(gmap, degree = 2, df = 5, intercept = TRUE)1","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)2","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)3","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)4","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)5","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)1","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)2","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)3","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)4","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)5","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)1","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)2","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)3","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)4","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)5","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)1","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)2","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)3","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)4","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)5","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)1","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)2","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)3","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)4","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)5","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)1","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)2","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)3","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)4","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)5","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)1","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)2","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)3","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)4","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)5"
0.999914130877264,0.958563548483215,0.322539917434479,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.664634506434968,0.160445714996389,0.00924339938441695,0,0,1,0.997396917950854,0.711734693877551,0,0,1,1,0.998647732110919,0.946815254495407,0.558517949449851,1,1,0.759949751913597,0.228929260684895,0.0128481474236613,0.925833204027263,0.383869959660329,0.0179587153222913,0,0
0.999914130877264,0.958563548483215,0.322539917434479,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.660407259738136,0.157716238887179,0.00898180948506882,0,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.998647732110919,0.946815254495407,0.558517949449851,1,1,0.759949751913597,0.228929260684895,0.0128481474236613,0.925833204027263,0.383869959660329,0.0179587153222913,0,0
1,0.994195675391211,0.437455635596799,0.000694762010087619,0,1,1,0.589273542600897,0.020736,0,0.999967303389953,0.884261381424132,0.294846869819465,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.813493745573845,0.207456839628757,0.000686947991384942,1,1,0.716216911776766,0.180727602884616,0.00688927282148049,1,0.991280279371781,0.303506693000996,0.00833601998571863,0
0.999602457765113,0.940546236084952,0.293673695893452,0,0,1,1,0.589273542600897,0.020736,0,1,0.993626644736842,0.616980399673466,0.0315322329492371,0,0.999844596367036,0.98206585117996,0.602999992921206,0,0,1,0.987023869271404,0.522475177869172,0.0228223862607445,0,1,1,0.838306093938085,0.34420651915539,0.0355201036189683,0.999824245893611,0.746065576101278,0.0774856732706156,0,0
0.700423700513943,0.223448484450007,0.0133779927065166,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.668826526280705,0.163192178418995,0.00951001970519878,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.995436110326689,0.886678269533398,0.397542368180637,1,1,0.465530853845454,0.0332629938734968,8.75380941108024e-14,0.999297600283629,0.717822271203923,0.0696683660231336,0,0
0.986973336047222,0.790895524614749,0.165140437726453,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.767589477307226,0.241563941521299,0.0185742572367164,0,0,1,0.998667221990837,0.734872263161248,0.000208116545265349,0,1,1,0.986245732884251,0.781210880871942,0.235625079700848,1,1,0.614061825021258,0.0988756387070499,0.00108922638144433,0.913579043440692,0.361048676527668,0.0159937086901738,0,0
1,0.999410108639759,0.508250455643914,0.00555809608070095,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.75071372142842,0.22602193782536,0.0165498619444754,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.991667282379921,0.8370342995102,0.309561164724312,1,0.994056645197891,0.344804812757591,0.0103387596593562,0,0.981015264355446,0.544860067529188,0.0363118765788819,0,0
0.999996819662121,0.973146932287319,0.353238318388152,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.725743294541872,0.204817847656984,0.0139709185827409,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.997852645761872,0.928888779568884,0.500788257373237,1,1,0.528018915867692,0.0546327386654572,6.71240328272913e-05,0.923326522510496,0.378991968785496,0.0175272844684158,0,0
0.890824963744148,0.473561269514053,0.0525446446922585,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.679153425685985,0.170131520363626,0.0101988930022654,0,0,1,0.998667221990837,0.734872263161248,0.000208116545265349,0,1,1,0.999217439051056,0.962413547607808,0.620522048394263,1,0.999986561556206,0.450188510913859,0.0291981175299061,0,0.849121789017658,0.270188482078364,0.00941995742435743,0,0
0.875,0.443139116332424,0.0461615254068084,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.585440587066037,0.115286558440907,0.00534918945857462,0,0,1,0.998667221990837,0.734872263161248,0.000208116545265349,0,1,1,0.998647732110919,0.946815254495407,0.558517949449851,1,0.961985521932001,0.241702781326843,0.00214986536990253,0,0.96976062918087,0.498088219623156,0.0300571400646133,0,0
1,0.999119462459348,0.499429313620816,0.00457973004696428,0,1,1,0.82182104689661,0.217590005065945,0.0143472514842336,0.718314617369579,0.198885674772724,0.0132867533209724,0,0,0.994907733755037,0.901859009299176,0.403962885882761,0,0,1,1,0.998647732110919,0.946815254495407,0.558517949449851,0.89880887584067,0.356117715389279,0.0176780386794856,0,0,0.965992725795049,0.48500720416507,0.0284574554627603,0,0
1,0.991550623169488,0.419971382630582,0.000293102723005714,0,1,1,0.589273542600897,0.020736,0,1,0.934204776796717,0.375410834933355,0.000212507353195616,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.813493745573845,0.207456839628757,0.000686947991384942,1,1,0.480769205295285,0.0377394500491737,8.95697756850562e-07,1,0.942667898175621,0.194337530476384,0.0012901686795599,0
1,0.981687570834258,0.377496613784257,1.35695705095238e-06,0,1,1,0.589273542600897,0.020736,0,1,0.992824168983233,0.608662446710349,0.0289768623049241,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,0.987023869271404,0.522475177869172,0.0228223862607445,0,1,1,0.838306093938085,0.34420651915539,0.0355201036189683,0.999824245893611,0.746065576101278,0.0774856732706156,0,0
1,1,0.852771695509126,0.279947959869629,0.0273476352433453,1,1,0.855708017266669,0.279576823827408,0.0255141044028658,0.891643188650056,0.401399844756763,0.04656732984336,0,0,1,1,0.82414151925078,0.0260145681581686,0,1,1,0.996794639488419,0.908791161068049,0.447181294512886,1,0.979736555195887,0.28317717317507,0.00453121538503758,0,0.916215320076458,0.365750432940823,0.0163875489622361,0,0
0.998658294957256,0.913564701013207,0.260081537856233,0,0,1,0.990929283921258,0.430478239953267,0.000444444444444444,0,0.762609419414328,0.236868261275835,0.017950547859206,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.999217439051056,0.962413547607808,0.620522048394263,1,1,0.586235747810588,0.082456583144223,0.000547900851925894,0.999514366637041,0.726822881067347,0.0720554475642976,0,0
0.999863643013434,0.954371687919823,0.315153797368004,0,0,1,0.989841892092747,0.424384935054894,0.000323999999999998,0,0.701112205529073,0.185754654535961,0.0118298264961336,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.998647732110919,0.946815254495407,0.558517949449851,1,0.989536537760823,0.31932463687888,0.00756824739270687,0,0.999893014017877,0.753148680285381,0.0796082768654198,0,0
0.857715261169347,0.412897580075385,0.0403174896793099,0,0,1,0.989841892092747,0.424384935054894,0.000323999999999998,0,0.765937275963123,0.239995629299298,0.0183647751174851,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.986245732884251,0.781210880871942,0.235625079700848,1,0.998643287391875,0.392561995376311,0.0172071829065111,0,0.935556328980145,0.403979069837058,0.0198050248028368,0,0
0.729086098107063,0.249874045486517,0.0162359283335976,0,0,1,0.989841892092747,0.424384935054894,0.000323999999999998,0,0.769233885263247,0.243135310363278,0.018785326334138,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.957059341373933,0.589190600596093,0.0858691515270177,1,1,0.637386231358669,0.114388361898889,0.0017865001396219,0.981745421348885,0.548449300854255,0.0368290755690287,0,0
0.999710191710767,0.94535924641288,0.300721567452977,0,0,0.998384096974899,0.902804601534066,0.255305043580754,0,0,0.840646656283999,0.32342608692189,0.0311964729224072,0,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.949916099267564,0.555251717752837,0.0698147436812314,0.994630538675876,0.668791694866787,0.0651606636657572,0,0,1,0.949290853257343,0.203206767721261,0.00159908155679458,0
0.999710191710767,0.94535924641288,0.300721567452977,0,0,0.998937517530961,0.915151782278589,0.268818459810088,0,0,0.868344557122329,0.36290386305741,0.0385410848412035,0,0,0.99936346671938,0.966087748923746,0.543408050004601,0,0,1,1,0.91345506064321,0.419710423296782,0.0254427115635608,0.998455763535496,0.726225783342336,0.0803089607726075,0,0,1,0.916810334411011,0.16613883128365,0.000556520488991713,0
1,0.994195675391211,0.437455635596799,0.000694762010087619,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,1,0.934204776796717,0.375410834933355,0.000212507353195616,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,1,0.47688778927252,0.0365562288331829,3.69814574091572e-07,1,0.979205132938053,0.26025643714504,0.00462701381303225,0
1,0.981687570834258,0.377496613784257,1.35695705095238e-06,0,1,1,0.589273542600897,0.020736,0,1,0.993313255834452,0.61365726907013,0.0304927938683,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,0.987023869271404,0.522475177869172,0.0228223862607445,0,1,1,0.838306093938085,0.34420651915539,0.0355201036189683,0.999824245893611,0.746065576101278,0.0774856732706156,0,0
0.999863643013434,0.954371687919823,0.315153797368004,0,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.935656089120434,0.378496184236326,0.0002522578635939,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,0.877910187231682,0.258273789531653,1.71464856110387e-05,0,0.32560788986294,0.0246010217045726,0.000216335315656813,0,0,1,0.977565401409946,0.255914133894581,0.00432716412937876,0
1,1,0.600752154942099,0.0265946443824307,1.68580050236855e-05,0.813411078717201,0.342831662986241,0.0292252976650688,0,0,1,0.998752327619256,0.700664770187075,0.0675151389321431,0,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,0.993989471210977,0.697065709736564,0.12935466858355,0,0,0.253284525804026,0.0142190241175768,9.26810241336812e-05,0,0,1,1,0.588432485693428,0.0932077174996918,0.0010550531054874
1,0.997710946354282,0.472838845810555,0.00234482178404571,0,0.998937517530961,0.915151782278589,0.268818459810088,0,0,1,0.997042554356756,0.662794897060706,0.048654970760234,0,1,1,0.96623108941007,0.458658387158347,0.0757282658170232,0.837715979646199,0.291050879392687,0.0221801604752677,0,0,0.603206931961035,0.105092874792328,0.0021645148069361,0,0,1,1,0.495620845109146,0.0495151943594747,5.84430786837603e-05
1,0.981687570834258,0.377496613784257,1.35695705095238e-06,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.995569323765321,0.767639251937975,0.189748070386232,0,0,0.99936346671938,0.966087748923746,0.543408050004601,0,0,1,1,0.862569888297633,0.292029336274875,0.00549563613942459,1,1,0.686846222026518,0.153251808707234,0.00435121773373586,1,1,0.56601686096346,0.0808099749406996,0.000631260611798234
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.991591475436771,0.596964915008937,0.0256368732482093,0,0.99996643281528,0.989962125562493,0.645055108411731,0,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.883086495266861,0.434592977715884,0.0628046270634226,0.99985399409933,0.748862750073845,0.078315426902748,0,0
1,1,0.896240703223944,0.381256259572173,0.0540981283399923,0.708215751940093,0.227875984714058,0.0141759734665476,0,0,1,1,0.824885951288921,0.182098911672802,6.3597485459829e-05,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,0.999248683901372,0.784667899776704,0.177441283802142,0,0,1,0.846438956835365,0.128294626285595,3.37481920650565e-06,0,1,1,0.804384001408933,0.30126038444014,0.0267417417362056
1,1,0.868392780403953,0.312879667951325,0.0349411128812016,0.708215751940093,0.227875984714058,0.0141759734665476,0,0,1,1,0.868865586215622,0.259619912763806,0.00210459554558353,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,0.996521691337366,0.727615342060293,0.144266364999048,0,0,0.993611844023338,0.658302388491307,0.0627179554348083,0,0,1,1,0.795758070348537,0.288628893637231,0.0241087741131503
1,1,0.831567315366198,0.24029003889063,0.0195152480655439,0.708215751940093,0.227875984714058,0.0141759734665476,0,0,1,1,0.896921352642922,0.326627436506567,0.00745809631316689,0.999844596367036,0.98206585117996,0.602999992921206,0,0,0.998219098351399,0.756872114474516,0.160281991461115,0,0,0.965805690766202,0.510725619637097,0.0357704311669753,0,0,1,1,0.599842203846556,0.100019340612077,0.00133756096135986
1,1,0.835960987078305,0.24807394494205,0.0209426469596588,0.708215751940093,0.227875984714058,0.0141759734665476,0,0,1,1,0.913683465683486,0.375641339434022,0.0141017386935001,0.999844596367036,0.98206585117996,0.602999992921206,0,0,0.993989471210977,0.697065709736564,0.12935466858355,0,0,0.983826643862933,0.588307328871223,0.0484115319975217,0,0,1,1,0.577567498058021,0.0870393648420604,0.000829712682217662
1,1,0.922525312469446,0.460804913395705,0.0828233786813668,0.708215751940093,0.227875984714058,0.0141759734665476,0,0,1,1,0.934662865617846,0.449865683772059,0.0294531090983106,0.999093686012554,0.959714583023636,0.524453694068679,0,0,0.993989471210977,0.697065709736564,0.12935466858355,0,0,0.883367940551669,0.332027689812574,0.0155281476739874,0,0,1,1,0.608459392381526,0.105398414686018,0.00158581818759747
1,1,0.925136595248327,0.469737888068338,0.0865313495675921,1,1,0.82182104689661,0.217590005065945,0.0143472514842336,1,1,0.960153975392295,0.568911384776674,0.0708888319292126,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,0.938865220140295,0.461196286654548,0.0525751952006347,0,0,0.941929111750868,0.441861450923058,0.0267089541791795,0,0,1,1,0.60099320939599,0.10072598320688,0.00136890361229414
0.99890914410747,0.919337254792465,0.266583279013912,0,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.962149586794441,0.57378587327604,0.0952626008144364,0,0,1,1,0.996568078123749,0.847713180919776,0.390248065543923,1,1,0.949916099267564,0.555251717752837,0.0698147436812314,1,0.976303808527978,0.273521251586075,0.00387878303161835,0,1,0.906191132813185,0.156683265769051,0.000388032470492987,0
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.991591475436771,0.596964915008937,0.0256368732482093,0,0.99996643281528,0.989962125562493,0.645055108411731,0,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.883086495266861,0.434592977715884,0.0628046270634226,0.99985399409933,0.748862750073845,0.078315426902748,0,0
1,1,0.772582724538032,0.153781979412842,0.00711197086936732,1,1,0.82182104689661,0.217590005065945,0.0143472514842336,1,1,0.836131696180883,0.199296190282587,0.000226137785811309,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,0.990455489941966,0.665392173190103,0.115507627887282,0,0,1,1,0.509528595307003,0.0474578575943228,2.25996765094897e-05,1,1,0.535115821243342,0.0657195104736578,0.000269341528721948
1,0.994195675391211,0.437455635596799,0.000694762010087619,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999999582157044,0.795823494807497,0.14452759502924,0,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,0.990455489941966,0.665392173190103,0.115507627887282,0,0,1,0.999507756549621,0.413864267144145,0.0211026496176091,0,1,0.891433385292376,0.145010475432407,0.000228030386309903,0
1,1,0.886312735474747,0.355280353424558,0.046258365784993,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.866960515342167,0.255635278302062,0.00190429916405514,0.993892015609984,0.891867568379826,0.388427587476198,0,0,0.990455489941966,0.665392173190103,0.115507627887282,0,0,0.998470911281792,0.726577232788138,0.0804122984735058,0,0,0.999988444914493,0.773121435319505,0.0860067090733849,0,0
1,1,0.886312735474747,0.355280353424558,0.046258365784993,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,1,1,0.901690284424396,0.339790023852678,0.00899673079810273,1,1,0.99874929960778,0.9179155711814,0.526911697769686,0.990455489941966,0.665392173190103,0.115507627887282,0,0,0.788993589845046,0.223859586865289,0.00769249259728984,0,0,1,1,0.48993239281551,0.0474467043660946,4.36406057467484e-05
1,1,0.813208186392544,0.20997013790742,0.0144536320571824,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,1,1,0.831693063674852,0.192314898868238,0.000144876907757666,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,0.999972173213476,0.835200695912684,0.215347961182939,0,0,0.870218704112326,0.313375323476185,0.0139700604974176,0,0,1,1,0.490429373297399,0.0476248622266346,4.4816607805658e-05
1,0.999119462459348,0.499429313620816,0.00457973004696428,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.878118593119495,0.279925967080184,0.00331859449167705,1,1,0.919955174897943,0.213097796304392,0.0122894856622667,0.999248683901372,0.784667899776704,0.177441283802142,0,0,0.990849312992808,0.634185371451035,0.0574193280246293,0,0,1,0.985703447186404,0.280325354900079,0.00617882021370935,0
0.999710191710767,0.94535924641288,0.300721567452977,0,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999844040952407,0.754071603225107,0.104073843385584,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,0.996521691337366,0.727615342060293,0.144266364999048,0,0,1,1,0.477097439308329,0.0366193807152164,3.90698886088384e-07,1,0.999999994182015,0.430951336495659,0.0295984810055127,0
1,0.999628523225037,0.517034032186575,0.00666672999132904,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.995303685853552,0.636791110981421,0.0382684521955778,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,0.96089354208296,0.410977551361289,0.00588134034592104,0,1,1,0.705136681139759,0.169939241740503,0.00581985193361923,1,1,0.433957442053438,0.0303573031944023,1.45252776025996e-09
0.999796458375738,0.949968992127107,0.307881307659332,0,0,1,1,0.589273542600897,0.020736,0,1,0.93048137821695,0.367751783184141,0.000131865505726845,0,1,1,0.82414151925078,0.0260145681581686,0,1,0.999982199869556,0.731609341778358,0.117609685355643,0,1,1,0.977007601197387,0.762788036141926,0.27414844297445,1,1,0.500491474957814,0.051337762605323,7.36184158568559e-05
0.999989266359658,0.969836265719335,0.345388868335594,0,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.954842183092959,0.549078323253197,0.0867730799488232,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.862569888297633,0.292029336274875,0.00549563613942459,1,0.908196607678297,0.172409346835384,0.000253706804355039,0,1,0.889469368670829,0.143567622018493,0.000211711538134236,0
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.992989758475272,0.61032869663764,0.029476452472404,0,0.99996643281528,0.989962125562493,0.645055108411731,0,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,0.986055942773097,0.3045142165308,0.00620498655755346,0,1,0.999932267278212,0.407278660203179,0.0241322202243111,0
1,0.999889932807418,0.534449148373924,0.00930736841248237,0,1,1,0.999994761326013,0.998618394619617,0.931531485017261,0.997977947426209,0.804758805572493,0.216669235042816,0,0,1,1,0.907338109341231,0.171134296744639,0.00711197086936732,1,0.999982199869556,0.731609341778358,0.117609685355643,0,1,0.950949411199845,0.222906554539402,0.00140476789371033,0,1,0.972580040697883,0.24397283964142,0.00356504674274947,0
